地区,primary_2020,middle_2020,high_2020,primary_2024,middle_2024,high_2024,primary_2025,middle_2025,high_2025,primary_2026,middle_2026,high_2026,primary_2027,middle_2027,high_2027,primary_chg_2024,primary_chg_2025,primary_chg_2026,primary_chg_2027,middle_chg_2024,middle_chg_2025,middle_chg_2026,middle_chg_2027,high_chg_2024,high_chg_2025,high_chg_2026,high_chg_2027
南涧彝族自治县,14637.6,7455.4,6894.6,13276.9,7457.8,7735.8,13013.55,7179.8,7735.8,12750.2,6901.8,7735.8,12073.6,6901.8,7457.8,-9.3,-11.1,-12.89,-17.52,0.03,-3.7,-7.43,-7.43,12.2,12.2,12.2,8.17
巍山彝族回族自治县,18958.8,9544.4,9093.6,18591.5,9576.2,9769.8,18698.25,9382.6,9769.8,18805.0,9189.0,9769.8,18367.0,9189.0,9576.2,-1.94,-1.37,-0.81,-3.12,0.33,-1.7,-3.72,-3.72,7.44,7.44,7.44,5.31
永平县,12264.6,5720.4,4849.2,11926.3,6140.2,6156.0,11780.85,6124.4,6156.0,11635.4,6108.6,6156.0,11134.2,6108.6,6140.2,-2.76,-3.94,-5.13,-9.22,7.34,7.06,6.79,6.79,26.95,26.95,26.95,26.62
云龙县,13183.8,6373.8,5417.4,12649.4,6678.6,6852.0,12642.3,6505.2,6852.0,12635.2,6331.8,6852.0,12172.6,6331.8,6678.6,-4.05,-4.11,-4.16,-7.67,4.78,2.06,-0.66,-0.66,26.48,26.48,26.48,23.28
洱源县,19528.8,9354.6,8239.8,18788.9,9813.6,9912.0,18566.55,9715.2,9912.0,18344.2,9616.8,9912.0,17542.6,9616.8,9813.6,-3.79,-4.93,-6.07,-10.17,4.91,3.85,2.8,2.8,20.29,20.29,20.29,19.1
剑川县,11673.6,5742.4,5305.2,11282.3,5878.2,5961.0,11210.85,5795.4,5961.0,11139.4,5712.6,5961.0,10803.2,5712.6,5878.2,-3.35,-3.96,-4.58,-7.46,2.36,0.92,-0.52,-0.52,12.36,12.36,12.36,10.8
鹤庆县,17757.6,8882.0,7984.8,16700.0,9029.4,9330.6,16623.0,8728.2,9330.6,16546.0,8427.0,9330.6,16047.0,8427.0,9029.4,-5.96,-6.39,-6.82,-9.63,1.66,-1.73,-5.12,-5.12,16.85,16.85,16.85,13.08
瑞丽市,18359.4,8102.2,7674.6,20912.2,8891.8,8316.0,21324.9,9467.6,8316.0,21737.6,10043.4,8316.0,21450.8,10043.4,8891.8,13.9,16.15,18.4,16.84,9.75,16.85,23.96,23.96,8.36,8.36,8.36,15.86
芒市,34899.6,17070.6,17333.4,37066.7,17279.6,16939.2,37639.65,17620.0,16939.2,38212.6,17960.4,16939.2,37442.8,17960.4,17279.6,6.21,7.85,9.49,7.29,1.22,3.22,5.21,5.21,-2.27,-2.27,-2.27,-0.31
梁河县,11412.6,4864.4,3553.2,11812.3,5644.2,5520.0,11825.85,5768.4,5520.0,11839.4,5892.6,5520.0,11358.2,5892.6,5644.2,3.5,3.62,3.74,-0.48,16.03,18.58,21.14,21.14,55.35,55.35,55.35,58.85
盈江县,29157.0,12626.0,9285.6,29202.9,14484.4,14296.2,28943.55,14672.6,14296.2,28684.2,14860.8,14296.2,27407.6,14860.8,14484.4,0.16,-0.73,-1.62,-6.0,14.72,16.21,17.7,17.7,53.96,53.96,53.96,55.99
陇川县,16899.6,7246.2,5119.8,17448.1,8403.0,8309.4,17581.95,8496.6,8309.4,17715.8,8590.2,8309.4,17089.4,8590.2,8403.0,3.25,4.04,4.83,1.12,15.96,17.26,18.55,18.55,62.3,62.3,62.3,64.13
泸水市,16252.8,8112.8,8402.4,17550.4,8073.6,7968.0,18040.8,8179.2,7968.0,18531.2,8284.8,7968.0,18313.6,8284.8,8073.6,7.98,11.0,14.02,12.68,-0.48,0.82,2.12,2.12,-5.17,-5.17,-5.17,-3.91
福贡县,11196.6,4852.0,4242.0,13886.8,5451.2,5157.0,14790.6,5745.4,5157.0,15694.4,6039.6,5157.0,15973.2,6039.6,5451.2,24.03,32.1,40.17,42.66,12.35,18.41,24.48,24.48,21.57,21.57,21.57,28.51
贡山独龙族怒族自治县,2680.8,1249.8,1060.2,2988.6,1341.8,1344.6,3146.7,1339.0,1344.6,3304.8,1336.2,1344.6,3389.4,1336.2,1341.8,11.48,17.38,23.28,26.43,7.36,7.14,6.91,6.91,26.83,26.83,26.83,26.56
兰坪白族普米族自治县,17107.2,7988.4,6148.8,16637.0,8671.8,8908.2,16756.5,8435.4,8908.2,16876.0,8199.0,8908.2,16360.0,8199.0,8671.8,-2.75,-2.05,-1.35,-4.37,8.55,5.6,2.64,2.64,44.88,44.88,44.88,41.03
香格里拉市,11931.6,6503.4,7416.6,12300.9,5992.8,6046.8,12566.55,5938.8,6046.8,12832.2,5884.8,6046.8,12687.6,5884.8,5992.8,3.1,5.32,7.55,6.34,-7.85,-8.68,-9.51,-9.51,-18.47,-18.47,-18.47,-19.2
德钦县,3529.2,1419.2,793.2,3684.0,1753.8,1732.2,3729.0,1775.4,1732.2,3774.0,1797.0,1732.2,3714.0,1797.0,1753.8,4.39,5.66,6.94,5.24,23.58,25.1,26.62,26.62,118.38,118.38,118.38,121.1
维西傈僳族自治县,11269.2,4994.8,3549.6,11260.9,5662.2,5717.4,11339.55,5607.0,5717.4,11418.2,5551.8,5717.4,11239.6,5551.8,5662.2,-0.07,0.62,1.32,-0.26,13.36,12.26,11.15,11.15,61.07,61.07,61.07,59.52
城关区,25120.2,14963.6,21933.6,26777.3,12199.6,11478.6,26524.35,12920.6,11478.6,26271.4,13641.6,11478.6,24086.2,13641.6,12199.6,6.6,5.59,4.58,-4.12,-18.47,-13.65,-8.83,-8.83,-47.67,-47.67,-47.67,-44.38
堆龙德庆区,7110.0,3818.6,4675.8,7437.5,3500.0,3390.0,7436.25,3610.0,3390.0,7435.0,3720.0,3390.0,7058.0,3720.0,3500.0,4.61,4.59,4.57,-0.73,-8.34,-5.46,-2.58,-2.58,-27.5,-27.5,-27.5,-25.15
达孜区,2683.2,1124.2,682.2,2704.5,1342.8,1345.2,2718.75,1340.4,1345.2,2733.0,1338.0,1345.2,2660.0,1338.0,1342.8,0.79,1.32,1.86,-0.86,19.44,19.23,19.02,19.02,97.19,97.19,97.19,96.83
林周县,5139.6,1985.6,1041.6,5320.5,2532.4,2457.6,5298.75,2607.2,2457.6,5277.0,2682.0,2457.6,5172.0,2682.0,2532.4,3.52,3.1,2.67,0.63,27.54,31.31,35.07,35.07,135.94,135.94,135.94,143.13
当雄县,5943.6,2510.8,1662.0,5841.2,2959.6,2935.2,5753.4,2984.0,2935.2,5665.6,3008.4,2935.2,5419.8,3008.4,2959.6,-1.72,-3.2,-4.68,-8.81,17.87,18.85,19.82,19.82,76.61,76.61,76.61,78.07
尼木县,3146.4,1306.0,822.0,3071.2,1564.8,1548.0,3008.4,1581.6,1548.0,2945.6,1598.4,1548.0,2793.8,1598.4,1564.8,-2.39,-4.39,-6.38,-11.21,19.82,21.1,22.39,22.39,88.32,88.32,88.32,90.36
曲水县,3007.2,1777.2,2326.8,3016.4,1503.2,1502.4,3019.8,1504.0,1502.4,3023.2,1504.8,1502.4,2922.6,1504.8,1503.2,0.31,0.42,0.53,-2.81,-15.42,-15.37,-15.33,-15.33,-35.43,-35.43,-35.43,-35.4
墨竹工卡县,5146.2,1950.4,1234.8,5671.5,2484.8,2308.2,5669.25,2661.4,2308.2,5667.0,2838.0,2308.2,5541.0,2838.0,2484.8,10.21,10.16,10.12,7.67,27.4,36.45,45.51,45.51,86.93,86.93,86.93,101.23
拉萨经济技术开发区,537.6,245.2,228.0,549.4,263.8,253.8,540.3,273.8,253.8,531.2,283.8,253.8,494.6,283.8,263.8,2.19,0.5,-1.19,-8.0,7.59,11.66,15.74,15.74,11.32,11.32,11.32,15.7
西藏文化旅游创意园区,273.0,106.0,78.0,313.0,131.0,120.0,316.5,142.0,120.0,320.0,153.0,120.0,294.0,153.0,131.0,14.65,15.93,17.22,7.69,23.58,33.96,44.34,44.34,53.85,53.85,53.85,67.95
达孜工业园区,10.8,5.0,5.4,17.0,5.2,4.8,19.5,5.6,4.8,22.0,6.0,4.8,,6.0,5.2,57.41,80.56,103.7,,4.0,12.0,20.0,20.0,-11.11,-11.11,-11.11,-3.7
桑珠孜区,13074.6,7111.2,9067.2,14087.2,6402.6,6133.2,14189.4,6672.0,6133.2,14291.6,6941.4,6133.2,13753.8,6941.4,6402.6,7.74,8.53,9.31,5.19,-9.96,-6.18,-2.39,-2.39,-32.36,-32.36,-32.36,-29.39
南木林县,9388.2,3953.0,3145.8,10080.8,4581.6,4356.6,10089.6,4806.6,4356.6,10098.4,5031.6,4356.6,9783.2,5031.6,4581.6,7.38,7.47,7.56,4.21,15.9,21.59,27.29,27.29,38.49,38.49,38.49,45.64
江孜县,7108.2,2913.4,2113.8,7476.0,3473.8,3313.2,7419.0,3634.4,3313.2,7362.0,3795.0,3313.2,7035.0,3795.0,3473.8,5.17,4.37,3.57,-1.03,19.24,24.75,30.26,30.26,56.74,56.74,56.74,64.34
定日县,6958.8,2807.6,2224.8,7734.9,3352.6,3099.0,7742.55,3606.2,3099.0,7750.2,3859.8,3099.0,7585.6,3859.8,3352.6,11.15,11.26,11.37,9.01,19.41,28.44,37.48,37.48,39.29,39.29,39.29,50.69
萨迦县,5098.2,2006.8,1574.4,5718.1,2440.4,2223.0,5701.95,2657.8,2223.0,5685.8,2875.2,2223.0,5557.4,2875.2,2440.4,12.16,11.84,11.53,9.01,21.61,32.44,43.27,43.27,41.2,41.2,41.2,55.01
拉孜县,6153.0,2668.6,2417.4,6604.9,2982.4,2794.2,6548.55,3170.6,2794.2,6492.2,3358.8,2794.2,6322.6,3358.8,2982.4,7.34,6.43,5.51,2.76,11.76,18.81,25.86,25.86,15.59,15.59,15.59,23.37
昂仁县,6048.6,2536.4,2149.2,6839.3,2926.2,2730.0,6940.35,3122.4,2730.0,7041.4,3318.6,2730.0,7132.2,3318.6,2926.2,13.07,14.74,16.41,17.91,15.37,23.1,30.84,30.84,27.02,27.02,27.02,36.15
谢通门县,5064.0,1956.6,1289.4,5591.4,2451.4,2290.2,5613.3,2612.6,2290.2,5635.2,2773.8,2290.2,5521.6,2773.8,2451.4,10.41,10.85,11.28,9.04,25.29,33.53,41.77,41.77,77.62,77.62,77.62,90.12
白朗县,4956.6,1920.6,1247.4,5426.2,2404.6,2257.2,5439.9,2552.0,2257.2,5453.6,2699.4,2257.2,5373.8,2699.4,2404.6,9.47,9.75,10.03,8.42,25.2,32.88,40.55,40.55,80.95,80.95,80.95,92.77
仁布县,3329.4,1351.0,784.2,3357.5,1654.6,1634.4,3341.25,1674.8,1634.4,3325.0,1695.0,1634.4,3213.0,1695.0,1654.6,0.84,0.36,-0.13,-3.5,22.47,23.97,25.46,25.46,108.42,108.42,108.42,110.99
康马县,2044.8,842.4,498.0,2037.6,1019.8,1014.6,2026.2,1025.0,1014.6,2014.8,1030.2,1014.6,1953.4,1030.2,1019.8,-0.35,-0.91,-1.47,-4.47,21.06,21.68,22.29,22.29,103.73,103.73,103.73,104.78
定结县,2163.6,879.8,651.0,2344.2,1052.6,994.2,2346.9,1111.0,994.2,2349.6,1169.4,994.2,2339.8,1169.4,1052.6,8.35,8.47,8.6,8.14,19.64,26.28,32.92,32.92,52.72,52.72,52.72,61.69
仲巴县,3241.8,1342.4,1249.2,3778.9,1543.6,1389.0,3815.55,1698.2,1389.0,3852.2,1852.8,1389.0,3771.6,1852.8,1543.6,16.57,17.7,18.83,16.34,14.99,26.5,38.02,38.02,11.19,11.19,11.19,23.57
亚东县,1084.2,425.6,254.4,1184.5,531.8,511.2,1203.75,552.4,511.2,1223.0,573.0,511.2,1221.0,573.0,531.8,9.25,11.03,12.8,12.62,24.95,29.79,34.63,34.63,100.94,100.94,100.94,109.04
吉隆县,1834.2,717.6,511.2,2046.7,885.0,820.8,2056.65,949.2,820.8,2066.6,1013.4,820.8,2037.8,1013.4,885.0,11.59,12.13,12.67,11.1,23.33,32.27,41.22,41.22,60.56,60.56,60.56,73.12
聂拉木县,1769.4,760.4,620.4,1961.5,866.6,830.4,2003.25,902.8,830.4,2045.0,939.0,830.4,2087.0,939.0,866.6,10.86,13.22,15.58,17.95,13.97,18.73,23.49,23.49,33.85,33.85,33.85,39.68
萨嘎县,1843.2,735.2,492.0,1944.7,900.0,856.8,1930.65,943.2,856.8,1916.6,986.4,856.8,1900.8,986.4,900.0,5.51,4.74,3.98,3.12,22.42,28.29,34.17,34.17,74.15,74.15,74.15,82.93
岗巴县,1108.8,431.2,256.8,1137.2,542.4,518.4,1115.4,566.4,518.4,1093.6,590.4,518.4,1028.8,590.4,542.4,2.56,0.6,-1.37,-7.22,25.79,31.35,36.92,36.92,101.87,101.87,101.87,111.21
卡若区,14368.2,7595.6,9301.2,15053.7,7037.0,6742.8,14955.15,7331.2,6742.8,14856.6,7625.4,6742.8,13979.8,7625.4,7037.0,4.77,4.09,3.4,-2.7,-7.35,-3.48,0.39,0.39,-27.51,-27.51,-27.51,-24.34
江达县,10136.4,4524.2,3733.8,10348.0,5018.6,4919.4,10305.0,5117.8,4919.4,10262.0,5217.0,4919.4,9777.0,5217.0,5018.6,2.09,1.66,1.24,-3.55,10.93,13.12,15.31,15.31,31.75,31.75,31.75,34.41
贡觉县,4540.8,2133.0,1743.0,4415.4,2289.6,2328.0,4410.3,2251.2,2328.0,4405.2,2212.8,2328.0,4165.6,2212.8,2289.6,-2.76,-2.87,-2.99,-8.26,7.34,5.54,3.74,3.74,33.56,33.56,33.56,31.36
类乌齐县,7176.6,2950.8,2355.6,7907.6,3475.0,3248.4,7933.2,3701.6,3248.4,7958.8,3928.2,3248.4,7755.4,3928.2,3475.0,10.19,10.54,10.9,8.07,17.76,25.44,33.12,33.12,37.9,37.9,37.9,47.52
丁青县,13402.2,5285.2,3812.4,15252.3,6474.6,6021.6,15497.85,6927.6,6021.6,15743.4,7380.6,6021.6,15279.2,7380.6,6474.6,13.8,15.64,17.47,14.01,22.5,31.08,39.65,39.65,57.95,57.95,57.95,69.83
察雅县,6487.2,2748.2,2119.8,6803.9,3183.2,3062.4,6781.05,3304.0,3062.4,6758.2,3424.8,3062.4,6448.6,3424.8,3183.2,4.88,4.53,4.18,-0.6,15.83,20.22,24.62,24.62,44.47,44.47,44.47,50.17
八宿县,4966.2,2018.8,1557.6,5368.4,2405.2,2249.4,5335.8,2561.0,2249.4,5303.2,2716.8,2249.4,5098.6,2716.8,2405.2,8.1,7.44,6.79,2.67,19.14,26.86,34.57,34.57,44.41,44.41,44.41,54.42
左贡县,5626.8,2386.0,1566.0,5621.4,2807.6,2796.0,5601.3,2819.2,2796.0,5581.2,2830.8,2796.0,5375.6,2830.8,2807.6,-0.1,-0.45,-0.81,-4.46,17.67,18.16,18.64,18.64,78.54,78.54,78.54,79.28
芒康县,8529.0,3891.8,2809.8,8339.6,4320.6,4432.8,8413.2,4208.4,4432.8,8486.8,4096.2,4432.8,8356.4,4096.2,4320.6,-2.22,-1.36,-0.49,-2.02,11.02,8.14,5.25,5.25,57.76,57.76,57.76,53.77
洛隆县,6732.6,2938.6,1924.2,6662.9,3392.8,3445.8,6707.55,3339.8,3445.8,6752.2,3286.8,3445.8,6637.6,3286.8,3392.8,-1.04,-0.37,0.29,-1.41,15.46,13.65,11.85,11.85,79.08,79.08,79.08,76.32
边坝县,5571.0,2201.6,1389.6,6057.7,2726.2,2607.6,6123.15,2844.8,2607.6,6188.6,2963.4,2607.6,6107.8,2963.4,2726.2,8.74,9.91,11.09,9.64,23.83,29.22,34.6,34.6,87.65,87.65,87.65,96.19
巴宜区,5415.0,3532.0,5420.4,5632.1,2667.6,2587.8,5620.95,2747.4,2587.8,5609.8,2827.2,2587.8,5336.4,2827.2,2667.6,4.01,3.8,3.6,-1.45,-24.47,-22.21,-19.95,-19.95,-52.26,-52.26,-52.26,-50.79
工布江达县,3607.8,1427.2,938.4,3783.6,1759.8,1671.6,3739.2,1848.0,1671.6,3694.8,1936.2,1671.6,3556.4,1936.2,1759.8,4.87,3.64,2.41,-1.42,23.3,29.48,35.66,35.66,78.13,78.13,78.13,87.53
米林县,2336.4,996.2,616.2,2297.6,1174.2,1186.2,2296.2,1162.2,1186.2,2294.8,1150.2,1186.2,2192.4,1150.2,1174.2,-1.66,-1.72,-1.78,-6.16,17.87,16.66,15.46,15.46,92.5,92.5,92.5,90.56
墨脱县,1351.8,510.4,399.6,1508.0,639.2,565.8,1476.0,712.6,565.8,1444.0,786.0,565.8,1395.0,786.0,639.2,11.55,9.19,6.82,3.2,25.24,39.62,54.0,54.0,41.59,41.59,41.59,59.96
波密县,3103.2,1351.4,1185.0,3343.8,1512.6,1434.6,3347.1,1590.6,1434.6,3350.4,1668.6,1434.6,3247.2,1668.6,1512.6,7.75,7.86,7.97,4.64,11.93,17.7,23.47,23.47,21.06,21.06,21.06,27.65
察隅县,2652.0,1077.4,682.2,2681.5,1309.0,1275.0,2645.25,1343.0,1275.0,2609.0,1377.0,1275.0,2498.0,1377.0,1309.0,1.11,-0.25,-1.62,-5.81,21.5,24.65,27.81,27.81,86.9,86.9,86.9,91.88
朗县,1446.0,557.0,327.0,1535.0,706.0,672.0,1528.5,740.0,672.0,1522.0,774.0,672.0,1441.0,774.0,706.0,6.15,5.71,5.26,-0.35,26.75,32.85,38.96,38.96,105.5,105.5,105.5,115.9
乃东区,5053.2,3354.0,5200.8,5279.3,2494.6,2430.6,5296.35,2558.6,2430.6,5313.4,2622.6,2430.6,5041.2,2622.6,2494.6,4.47,4.81,5.15,-0.24,-25.62,-23.71,-21.81,-21.81,-53.26,-53.26,-53.26,-52.03
扎囊县,2904.6,1386.8,1408.8,3055.9,1426.8,1375.8,3055.05,1477.8,1375.8,3054.2,1528.8,1375.8,2955.6,1528.8,1426.8,5.21,5.18,5.15,1.76,2.88,6.56,10.24,10.24,-2.34,-2.34,-2.34,1.28
贡嘎县,4354.8,1724.4,1105.2,4727.9,2129.6,2034.0,4771.05,2225.2,2034.0,4814.2,2320.8,2034.0,4752.6,2320.8,2129.6,8.57,9.56,10.55,9.13,23.5,29.04,34.59,34.59,84.04,84.04,84.04,92.69
桑日县,1235.4,510.0,277.2,1214.5,620.6,626.4,1212.75,614.8,626.4,1211.0,609.0,626.4,1191.0,609.0,620.6,-1.69,-1.83,-1.98,-3.59,21.69,20.55,19.41,19.41,125.97,125.97,125.97,123.88
琼结县,1219.8,460.0,229.2,1258.2,598.4,575.4,1242.9,621.4,575.4,1227.6,644.4,575.4,1179.8,644.4,598.4,3.15,1.89,0.64,-3.28,30.09,35.09,40.09,40.09,151.05,151.05,151.05,161.08
曲松县,1120.8,465.4,235.8,1025.3,567.0,580.2,997.35,553.8,580.2,969.4,540.6,580.2,908.2,540.6,567.0,-8.52,-11.01,-13.51,-18.97,21.83,18.99,16.16,16.16,146.06,146.06,146.06,140.46
措美县,964.8,354.4,182.4,1020.7,468.4,440.4,1006.65,496.4,440.4,992.6,524.4,440.4,916.8,524.4,468.4,5.79,4.34,2.88,-4.98,32.17,40.07,47.97,47.97,141.45,141.45,141.45,156.8
洛扎县,1662.6,638.8,339.6,1711.1,817.0,788.4,1692.45,845.6,788.4,1673.8,874.2,788.4,1575.4,874.2,817.0,2.92,1.8,0.67,-5.24,27.9,32.37,36.85,36.85,132.16,132.16,132.16,140.58
加查县,2081.4,823.6,433.2,2079.3,1033.4,1018.8,2056.35,1048.0,1018.8,2033.4,1062.6,1018.8,1926.2,1062.6,1033.4,-0.1,-1.2,-2.31,-7.46,25.47,27.25,29.02,29.02,135.18,135.18,135.18,138.55
隆子县,2956.2,1208.6,689.4,2827.5,1474.8,1468.2,2753.25,1481.4,1468.2,2679.0,1488.0,1468.2,2503.0,1488.0,1474.8,-4.35,-6.87,-9.38,-15.33,22.03,22.57,23.12,23.12,112.97,112.97,112.97,113.93
错那县,894.0,358.6,183.0,854.3,446.8,446.4,833.85,447.2,446.4,813.4,447.6,446.4,795.2,447.6,446.8,-4.44,-6.73,-9.02,-11.05,24.6,24.71,24.82,24.82,143.93,143.93,143.93,144.15
浪卡子县,3198.6,1378.8,876.0,3102.7,1609.6,1630.2,3085.65,1589.0,1630.2,3068.6,1568.4,1630.2,2981.8,1568.4,1609.6,-3.0,-3.53,-4.06,-6.78,16.74,15.25,13.75,13.75,86.1,86.1,86.1,83.74
色尼区,13347.6,5612.0,4002.0,13636.3,6588.2,6417.0,13523.85,6759.4,6417.0,13411.4,6930.6,6417.0,12760.2,6930.6,6588.2,2.16,1.32,0.48,-4.4,17.39,20.45,23.5,23.5,60.34,60.34,60.34,64.62
嘉黎县,5616.0,2151.0,1374.6,6231.9,2718.4,2539.2,6271.05,2897.6,2539.2,6310.2,3076.8,2539.2,6204.6,3076.8,2718.4,10.97,11.66,12.36,10.48,26.38,34.71,43.04,43.04,84.72,84.72,84.72,97.76
比如县,11284.8,4160.8,2956.8,13025.0,5349.2,4762.8,13015.5,5935.6,4762.8,13006.0,6522.0,4762.8,12659.0,6522.0,5349.2,15.42,15.34,15.25,12.18,28.56,42.66,56.75,56.75,61.08,61.08,61.08,80.91
聂荣县,4364.4,1644.2,1129.8,5052.0,2088.6,1901.4,5115.0,2275.8,1901.4,5178.0,2463.0,1901.4,5133.0,2463.0,2088.6,15.75,17.2,18.64,17.61,27.03,38.41,49.8,49.8,68.3,68.3,68.3,84.86
安多县,4560.6,1819.4,1281.0,5093.5,2216.4,2088.6,5168.25,2344.2,2088.6,5243.0,2472.0,2088.6,5160.0,2472.0,2216.4,11.68,13.32,14.96,13.14,21.82,28.84,35.87,35.87,63.04,63.04,63.04,73.02
申扎县,2348.4,999.8,847.8,2592.3,1141.4,1075.8,2615.85,1207.0,1075.8,2639.4,1272.6,1075.8,2628.2,1272.6,1141.4,10.39,11.39,12.39,11.91,14.16,20.72,27.29,27.29,26.89,26.89,26.89,34.63
索县,7696.2,2868.0,2008.8,8900.3,3664.6,3297.6,8951.85,4031.6,3297.6,9003.4,4398.6,3297.6,8843.2,4398.6,3664.6,15.65,16.32,16.99,14.9,27.78,40.57,53.37,53.37,64.16,64.16,64.16,82.43
班戈县,4532.4,1848.2,1372.2,5040.1,2206.2,2086.2,5113.95,2326.2,2086.2,5187.8,2446.2,2086.2,5061.4,2446.2,2206.2,11.2,12.83,14.46,11.67,19.37,25.86,32.36,32.36,52.03,52.03,52.03,60.78
巴青县,7851.6,2909.0,2184.6,9126.7,3707.6,3271.2,9109.65,4144.0,3271.2,9092.6,4580.4,3271.2,8822.8,4580.4,3707.6,16.24,16.02,15.81,12.37,27.45,42.45,57.46,57.46,49.74,49.74,49.74,69.72
尼玛县,3744.6,1472.4,1126.8,4526.7,1796.6,1645.2,4690.65,1948.0,1645.2,4854.6,2099.4,1645.2,4907.8,2099.4,1796.6,20.89,25.26,29.64,31.06,22.02,32.3,42.58,42.58,46.01,46.01,46.01,59.44
双湖县,1367.4,537.0,364.2,1513.5,663.6,623.4,1526.25,703.8,623.4,1539.0,744.0,623.4,1502.0,744.0,663.6,10.68,11.62,12.55,9.84,23.58,31.06,38.55,38.55,71.17,71.17,71.17,82.21
普兰县,1005.0,373.0,270.6,1200.4,476.4,424.2,1219.8,528.6,424.2,1239.2,580.8,424.2,1231.6,580.8,476.4,19.44,21.37,23.3,22.55,27.72,41.72,55.71,55.71,56.76,56.76,56.76,76.05
札达县,684.6,274.6,173.4,746.7,336.6,325.2,760.65,348.0,325.2,774.6,359.4,325.2,766.8,359.4,336.6,9.07,11.11,13.15,12.01,22.58,26.73,30.88,30.88,87.54,87.54,87.54,94.12
噶尔县,2278.8,932.0,823.2,2615.7,1088.4,986.4,2631.15,1190.4,986.4,2646.6,1292.4,986.4,2534.8,1292.4,1088.4,14.78,15.46,16.14,11.23,16.78,27.73,38.67,38.67,19.83,19.83,19.83,32.22
日土县,1084.8,473.4,327.0,1222.6,543.8,546.6,1295.7,541.0,546.6,1368.8,538.2,546.6,1372.4,538.2,543.8,12.7,19.44,26.18,26.51,14.87,14.28,13.69,13.69,67.16,67.16,67.16,66.3
革吉县,2238.6,961.2,709.2,2382.2,1108.6,1087.2,2421.9,1130.0,1087.2,2461.6,1151.4,1087.2,2454.8,1151.4,1108.6,6.41,8.19,9.96,9.66,15.33,17.56,19.79,19.79,53.3,53.3,53.3,56.32
改则县,3097.8,1296.0,901.2,3349.2,1530.4,1493.4,3419.4,1567.4,1493.4,3489.6,1604.4,1493.4,3464.8,1604.4,1530.4,8.12,10.38,12.65,11.85,18.09,20.94,23.8,23.8,65.71,65.71,65.71,69.82
措勤县,1717.8,688.8,568.8,2172.0,822.2,748.8,2289.0,895.6,748.8,2406.0,969.0,748.8,2464.0,969.0,822.2,26.44,33.25,40.06,43.44,19.37,30.02,40.68,40.68,31.65,31.65,31.65,44.55
新城区,32564.4,14675.2,14161.2,35532.1,15832.2,14932.2,35665.95,16732.2,14932.2,35799.8,17632.2,14932.2,34106.4,17632.2,15832.2,9.11,9.52,9.94,4.74,7.88,14.02,20.15,20.15,5.44,5.44,5.44,11.8
碑林区,37723.8,19301.2,21398.4,39103.6,18658.8,18252.6,39184.2,19065.0,18252.6,39264.8,19471.2,18252.6,37447.4,19471.2,18658.8,3.66,3.87,4.08,-0.73,-3.33,-1.22,0.88,0.88,-14.7,-14.7,-14.7,-12.8
莲湖区,55547.4,22024.6,17669.4,65424.1,26583.2,24202.2,66790.95,28964.2,24202.2,68157.8,31345.2,24202.2,66136.4,31345.2,26583.2,17.78,20.24,22.7,19.06,20.7,31.51,42.32,42.32,36.97,36.97,36.97,50.45
灞桥区,61773.6,31657.2,42739.2,72986.7,29296.6,26116.2,73822.65,32477.0,26116.2,74658.6,35657.4,26116.2,72152.8,35657.4,29296.6,18.15,19.51,20.86,16.8,-7.46,2.59,12.64,12.64,-38.89,-38.89,-38.89,-31.45
未央区,116881.2,47032.8,47919.6,144947.9,54490.2,46589.4,147130.05,62391.0,46589.4,149312.2,70291.8,46589.4,144530.6,70291.8,54490.2,24.01,25.88,27.75,23.66,15.86,32.65,49.45,49.45,-2.78,-2.78,-2.78,13.71
雁塔区,119680.8,50431.6,54619.2,146767.0,56006.2,48337.8,148807.5,63674.6,48337.8,150848.0,71343.0,48337.8,146133.0,71343.0,56006.2,22.63,24.34,26.04,22.1,11.05,26.26,41.46,41.46,-11.5,-11.5,-11.5,2.54
阎良区,17225.4,8380.2,9901.8,19868.0,8281.6,7619.4,20196.0,8943.8,7619.4,20524.0,9606.0,7619.4,19986.0,9606.0,8281.6,15.34,17.25,19.15,16.03,-1.18,6.73,14.63,14.63,-23.05,-23.05,-23.05,-16.36
临潼区,41071.2,20063.8,21606.6,43482.9,20121.2,19292.4,43445.55,20950.0,19292.4,43408.2,21778.8,19292.4,41715.6,21778.8,20121.2,5.87,5.78,5.69,1.57,0.29,4.42,8.55,8.55,-10.71,-10.71,-10.71,-6.87
长安区,101317.2,52947.2,75727.2,120909.0,47624.8,41557.2,121603.5,53692.4,41557.2,122298.0,59760.0,41557.2,118688.0,59760.0,47624.8,19.34,20.02,20.71,17.14,-10.05,1.41,12.87,12.87,-45.12,-45.12,-45.12,-37.11
高陵区,31225.2,11854.8,9123.6,36409.9,14815.2,13220.4,36610.05,16410.0,13220.4,36810.2,18004.8,13220.4,35549.6,18004.8,14815.2,16.6,17.25,17.89,13.85,24.97,38.42,51.88,51.88,44.9,44.9,44.9,62.38
鄂邑区,32933.4,18431.6,25063.2,36718.8,16016.4,15115.8,37260.6,16917.0,15115.8,37802.4,17817.6,15115.8,37758.2,17817.6,16016.4,11.49,13.14,14.78,14.65,-13.1,-8.22,-3.33,-3.33,-39.69,-39.69,-39.69,-36.1
