地区,primary_2020,middle_2020,high_2020,primary_2024,middle_2024,high_2024,primary_2025,middle_2025,high_2025,primary_2026,middle_2026,high_2026,primary_2027,middle_2027,high_2027,primary_chg_2024,primary_chg_2025,primary_chg_2026,primary_chg_2027,middle_chg_2024,middle_chg_2025,middle_chg_2026,middle_chg_2027,high_chg_2024,high_chg_2025,high_chg_2026,high_chg_2027
霸州市,68098.2,29036.2,19450.2,63173.5,33975.8,33829.2,60491.25,34122.4,33829.2,57809.0,34269.0,33829.2,52713.0,34269.0,33975.8,-7.23,-11.17,-15.11,-22.59,17.01,17.52,18.02,18.02,73.93,73.93,73.93,74.68
三河市,66499.2,30307.4,30810.6,72087.2,32185.0,30055.8,71687.4,34314.2,30055.8,71287.6,36443.4,30055.8,66959.8,36443.4,32185.0,8.4,7.8,7.2,0.69,6.2,13.22,20.25,20.25,-2.45,-2.45,-2.45,4.46
桃城区,52839.0,28148.6,32908.2,52690.6,26202.6,25768.8,51965.7,26636.4,25768.8,51240.8,27070.2,25768.8,46932.4,27070.2,26202.6,-0.28,-1.65,-3.02,-11.18,-6.91,-5.37,-3.83,-3.83,-21.69,-21.69,-21.69,-20.38
冀州区,19591.2,11240.6,13722.6,18930.3,9863.6,9999.6,18803.85,9727.6,9999.6,18677.4,9591.6,9999.6,17531.2,9591.6,9863.6,-3.37,-4.02,-4.66,-10.51,-12.25,-13.46,-14.67,-14.67,-27.13,-27.13,-27.13,-28.12
枣强县,35718.0,16686.4,12218.4,29799.8,18212.8,18920.4,27902.1,17505.2,18920.4,26004.4,16797.6,18920.4,22796.2,16797.6,18212.8,-16.57,-21.88,-27.2,-36.18,9.15,4.91,0.67,0.67,54.85,54.85,54.85,49.06
武邑县,21324.6,12564.4,14462.4,18046.6,10980.0,11615.4,17360.7,10344.6,11615.4,16674.8,9709.2,11615.4,15255.4,9709.2,10980.0,-15.37,-18.59,-21.8,-28.46,-12.61,-17.67,-22.72,-22.72,-19.69,-19.69,-19.69,-24.08
武强县,14827.8,6242.4,3766.8,13463.8,7436.0,7480.2,12848.1,7391.8,7480.2,12232.4,7347.6,7480.2,10964.2,7347.6,7436.0,-9.2,-13.35,-17.5,-26.06,19.12,18.41,17.7,17.7,98.58,98.58,98.58,97.41
饶阳县,20660.4,7675.2,4081.2,21002.6,10044.2,9472.2,20315.7,10616.2,9472.2,19628.8,11188.2,9472.2,17765.4,11188.2,10044.2,1.66,-1.67,-4.99,-14.01,30.87,38.32,45.77,45.77,132.09,132.09,132.09,146.11
安平县,26169.6,11830.8,9283.2,24845.5,13091.4,13104.6,24203.25,13078.2,13104.6,23561.0,13065.0,13104.6,21551.0,13065.0,13091.4,-5.06,-7.51,-9.97,-17.65,10.66,10.54,10.43,10.43,41.16,41.16,41.16,41.02
故城县,43703.4,19913.2,14132.4,37707.4,22169.0,22803.6,35661.3,21534.4,22803.6,33615.2,20899.8,22803.6,29869.6,20899.8,22169.0,-13.72,-18.4,-23.08,-31.65,11.33,8.14,4.95,4.95,61.36,61.36,61.36,56.87
景县,44334.6,19717.4,13650.6,38991.9,22361.8,22750.8,36904.05,21972.8,22750.8,34816.2,21583.8,22750.8,30885.6,21583.8,22361.8,-12.05,-16.76,-21.47,-30.34,13.41,11.44,9.47,9.47,66.67,66.67,66.67,63.82
阜城县,27460.8,12709.0,9585.0,23928.9,13910.6,14271.0,22703.55,13550.2,14271.0,21478.2,13189.8,14271.0,19043.6,13189.8,13910.6,-12.86,-17.32,-21.79,-30.65,9.45,6.62,3.78,3.78,48.89,48.89,48.89,45.13
河北衡水高新技术产业开发区,12996.0,7449.4,10098.6,13125.1,6373.6,6124.8,12816.45,6622.4,6124.8,12507.8,6871.2,6124.8,11443.4,6871.2,6373.6,0.99,-1.38,-3.76,-11.95,-14.44,-11.1,-7.76,-7.76,-39.35,-39.35,-39.35,-36.89
衡水滨湖新区,5122.2,6900.6,15532.2,4700.7,2569.0,2584.8,4513.65,2553.2,2584.8,4326.6,2537.4,2584.8,3971.8,2537.4,2569.0,-8.23,-11.88,-15.53,-22.46,-62.77,-63.0,-63.23,-63.23,-83.36,-83.36,-83.36,-83.46
深州市,34786.8,14649.0,11020.2,34641.7,17083.4,16463.4,33639.15,17703.4,16463.4,32636.6,18323.4,16463.4,29714.8,18323.4,17083.4,-0.42,-3.3,-6.18,-14.58,16.62,20.85,25.08,25.08,49.39,49.39,49.39,55.02
